student_id,teacher_id,class_id,year_group,academic_year,date,assessment_type,subject,score
121,TCH0015,CLS0099,Y13,2024/2025,2025-05-09,*Current Grades,Construction,DDD
121,TCH0016,CLS00103,Y13,2024/2025,2025-04-01,*Current Grades,Hospitality,MMM
121,TCH0017,CLS00107,Y13,2024/2025,2025-03-23,*Current Grades,English,E
121,TCH0013,CLS00110,Y13,2024/2025,2025-04-07,*Current Grades,Mathematics,D
121,TCH0014,CLS00114,Y13,2024/2025,2025-02-07,*Current Grades,Science,B
122,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93
122,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
122,TCH0017,CLS0003,Y7,2024/2025,2025-06-29,*Current Grades,English,7E
122,TCH0013,CLS0006,Y7,2024/2025,2025-04-11,*Current Grades,Mathematics,8E
122,TCH0004,CLS0008,Y7,2024/2025,2025-06-10,*Current Grades,Science,8E
123,TCH0000,CLS0076,Y12,2024/2025,2025-03-12,*Current Grades,Construction,DDD
123,TCH0006,CLS0081,Y12,2024/2025,2025-03-20,*Current Grades,Hospitality,MMM
123,TCH0002,CLS0084,Y12,2024/2025,2025-02-14,*Current Grades,English,D
123,TCH0013,CLS0090,Y12,2024/2025,2025-06-05,*Current Grades,Mathematics,B
124,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
124,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.09685807812326
124,TCH0007,CLS0025,Y9,2024/2025,2025-01-10,*Current Grades,English,9B
124,TCH0018,CLS0031,Y9,2024/2025,2025-01-29,*Current Grades,Mathematics,9B
124,TCH0009,CLS0033,Y9,2024/2025,2025-05-29,*Current Grades,Science,9E
125,TCH0015,CLS0079,Y12,2024/2025,2025-01-29,*Current Grades,Construction,D*D*D*
125,TCH0017,CLS0087,Y12,2024/2025,2025-02-20,*Current Grades,English,B
125,TCH0018,CLS0091,Y12,2024/2025,2025-06-13,*Current Grades,Mathematics,B
125,TCH0014,CLS0094,Y12,2024/2025,2025-05-16,*Current Grades,Science,A
126,TCH0000,CLS0076,Y12,2024/2025,2025-06-15,*Current Grades,Construction,D*DD
126,TCH0006,CLS0081,Y12,2024/2025,2025-02-28,*Current Grades,Hospitality,DDD
126,TCH0012,CLS0086,Y12,2024/2025,2025-01-25,*Current Grades,English,B
126,TCH0018,CLS0091,Y12,2024/2025,2025-05-30,*Current Grades,Mathematics,C
126,TCH0014,CLS0094,Y12,2024/2025,2025-06-11,*Current Grades,Science,B
127,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93
127,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
127,TCH0015,CLS0039,Y10,2024/2025,2025-06-29,*Current Grades,Construction,M
127,TCH0011,CLS0042,Y10,2024/2025,2025-01-31,*Current Grades,Hospitality,P
127,TCH0002,CLS0044,Y10,2024/2025,2025-04-22,*Current Grades,English,4
127,TCH0013,CLS0050,Y10,2024/2025,2025-04-03,*Current Grades,Mathematics,3
127,TCH0014,CLS0054,Y10,2024/2025,2025-05-19,*Current Grades,Science,7
128,TCH0015,CLS0099,Y13,2024/2025,2025-02-24,*Current Grades,Construction,D*DD
128,TCH0011,CLS00102,Y13,2024/2025,2025-04-07,*Current Grades,Hospitality,D*DD
128,TCH0012,CLS00106,Y13,2024/2025,2025-03-23,*Current Grades,English,D
128,TCH0003,CLS00108,Y13,2024/2025,2025-02-06,*Current Grades,Mathematics,C
128,TCH0019,CLS00115,Y13,2024/2025,2025-01-18,*Current Grades,Science,A
129,TCH0015,CLS0079,Y12,2024/2025,2025-02-12,*Current Grades,Construction,D*D*D
129,TCH0016,CLS0083,Y12,2024/2025,2025-02-07,*Current Grades,Hospitality,D*DD
129,TCH0017,CLS0087,Y12,2024/2025,2025-06-15,*Current Grades,English,D
129,TCH0018,CLS0091,Y12,2024/2025,2025-03-27,*Current Grades,Mathematics,C
129,TCH0004,CLS0092,Y12,2024/2025,2025-02-18,*Current Grades,Science,D
130,TCH0011,CLS0062,Y11,2024/2025,2025-01-19,*Current Grades,Hospitality,M
130,TCH0012,CLS0066,Y11,2024/2025,2025-05-14,*Current Grades,English,5
130,TCH0018,CLS0071,Y11,2024/2025,2025-02-25,*Current Grades,Mathematics,2
130,TCH0014,CLS0074,Y11,2024/2025,2025-06-19,*Current Grades,Science,2
131,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
131,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
131,TCH0017,CLS0003,Y7,2024/2025,2025-04-25,*Current Grades,English,7E
131,TCH0008,CLS0005,Y7,2024/2025,2025-04-19,*Current Grades,Mathematics,9E
132,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
132,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
132,TCH0012,CLS0026,Y9,2024/2025,2025-05-27,*Current Grades,English,8A
132,TCH0003,CLS0028,Y9,2024/2025,2025-04-01,*Current Grades,Mathematics,9D
132,TCH0009,CLS0033,Y9,2024/2025,2025-06-26,*Current Grades,Science,9E
133,TCH0000,CLS0056,Y11,2024/2025,2025-04-15,*Current Grades,Construction,D1
133,TCH0011,CLS0062,Y11,2024/2025,2025-03-04,*Current Grades,Hospitality,D2
133,TCH0008,CLS0069,Y11,2024/2025,2025-03-02,*Current Grades,Mathematics,6
133,TCH0009,CLS0073,Y11,2024/2025,2025-05-31,*Current Grades,Science,3
134,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90
134,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
134,TCH0002,CLS0000,Y7,2024/2025,2025-05-02,*Current Grades,English,8B
134,TCH0018,CLS0007,Y7,2024/2025,2025-02-17,*Current Grades,Mathematics,9E
134,TCH0004,CLS0008,Y7,2024/2025,2025-06-18,*Current Grades,Science,8E
135,TCH0010,CLS0078,Y12,2024/2025,2025-05-29,*Current Grades,Construction,D*DD
135,TCH0011,CLS0082,Y12,2024/2025,2025-02-14,*Current Grades,Hospitality,D*D*D*
135,TCH0012,CLS0086,Y12,2024/2025,2025-01-14,*Current Grades,English,B
135,TCH0013,CLS0090,Y12,2024/2025,2025-03-01,*Current Grades,Mathematics,A
135,TCH0014,CLS0094,Y12,2024/2025,2025-04-10,*Current Grades,Science,B
136,TCH0010,CLS0078,Y12,2024/2025,2025-04-12,*Current Grades,Construction,D*D*D
136,TCH0013,CLS0090,Y12,2024/2025,2025-04-25,*Current Grades,Mathematics,A*
136,TCH0009,CLS0093,Y12,2024/2025,2025-04-27,*Current Grades,Science,A*
137,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95
137,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
137,TCH0012,CLS0014,Y8,2024/2025,2025-06-20,*Current Grades,English,9E
137,TCH0018,CLS0019,Y8,2024/2025,2025-02-15,*Current Grades,Mathematics,9A
138,TCH0000,CLS0096,Y13,2024/2025,2025-06-22,*Current Grades,Construction,D*D*D*
138,TCH0001,CLS00100,Y13,2024/2025,2025-04-15,*Current Grades,Hospitality,DDD
138,TCH0007,CLS00105,Y13,2024/2025,2025-03-15,*Current Grades,English,A
138,TCH0008,CLS00109,Y13,2024/2025,2025-04-19,*Current Grades,Mathematics,C
138,TCH0004,CLS00112,Y13,2024/2025,2025-02-08,*Current Grades,Science,B
139,TCH0001,CLS0080,Y12,2024/2025,2025-04-03,*Current Grades,Hospitality,PPP
139,TCH0012,CLS0086,Y12,2024/2025,2025-06-21,*Current Grades,English,D
139,TCH0008,CLS0089,Y12,2024/2025,2025-03-19,*Current Grades,Mathematics,E
139,TCH0014,CLS0094,Y12,2024/2025,2025-04-23,*Current Grades,Science,D
140,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
140,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
140,TCH0000,CLS0036,Y10,2024/2025,2025-04-18,*Current Grades,Construction,D*
140,TCH0001,CLS0040,Y10,2024/2025,2025-06-16,*Current Grades,Hospitality,D1
140,TCH0017,CLS0047,Y10,2024/2025,2025-02-25,*Current Grades,English,5
140,TCH0003,CLS0048,Y10,2024/2025,2025-02-27,*Current Grades,Mathematics,9
140,TCH0004,CLS0052,Y10,2024/2025,2025-05-27,*Current Grades,Science,8
141,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,87
141,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
141,TCH0007,CLS0001,Y7,2024/2025,2025-05-30,*Current Grades,English,8B
141,TCH0014,CLS0010,Y7,2024/2025,2025-06-16,*Current Grades,Science,7C
142,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90
142,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
142,TCH0007,CLS0013,Y8,2024/2025,2025-03-12,*Current Grades,English,7E
142,TCH0019,CLS0023,Y8,2024/2025,2025-05-24,*Current Grades,Science,9A
143,TCH0010,CLS0078,Y12,2024/2025,2025-02-01,*Current Grades,Construction,D*D*D
143,TCH0006,CLS0081,Y12,2024/2025,2025-03-24,*Current Grades,Hospitality,D*DD
143,TCH0007,CLS0085,Y12,2024/2025,2025-03-07,*Current Grades,English,B
143,TCH0008,CLS0089,Y12,2024/2025,2025-06-12,*Current Grades,Mathematics,B
143,TCH0014,CLS0094,Y12,2024/2025,2025-04-28,*Current Grades,Science,A
144,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
144,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,106.06982193546159
144,TCH0010,CLS0038,Y10,2024/2025,2025-04-16,*Current Grades,Construction,M
144,TCH0006,CLS0041,Y10,2024/2025,2025-06-30,*Current Grades,Hospitality,M
144,TCH0007,CLS0045,Y10,2024/2025,2025-04-29,*Current Grades,English,6
144,TCH0018,CLS0051,Y10,2024/2025,2025-01-31,*Current Grades,Mathematics,7
144,TCH0019,CLS0055,Y10,2024/2025,2025-06-09,*Current Grades,Science,1
145,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
145,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
145,TCH0002,CLS0000,Y7,2024/2025,2025-01-17,*Current Grades,English,7E
145,TCH0008,CLS0005,Y7,2024/2025,2025-03-17,*Current Grades,Mathematics,9C
145,TCH0009,CLS0009,Y7,2024/2025,2025-05-15,*Current Grades,Science,9A
146,TCH0000,CLS0096,Y13,2024/2025,2025-05-05,*Current Grades,Construction,D*D*D*
146,TCH0001,CLS00100,Y13,2024/2025,2025-02-15,*Current Grades,Hospitality,DDD
146,TCH0007,CLS00105,Y13,2024/2025,2025-02-09,*Current Grades,English,A
146,TCH0008,CLS00109,Y13,2024/2025,2025-04-20,*Current Grades,Mathematics,C
146,TCH0014,CLS00114,Y13,2024/2025,2025-06-25,*Current Grades,Science,A*
147,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
147,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
147,TCH0007,CLS0025,Y9,2024/2025,2025-04-11,*Current Grades,English,9A
147,TCH0003,CLS0028,Y9,2024/2025,2025-06-20,*Current Grades,Mathematics,9B
147,TCH0019,CLS0035,Y9,2024/2025,2025-03-28,*Current Grades,Science,8E
148,TCH0006,CLS0061,Y11,2024/2025,2025-05-02,*Current Grades,Hospitality,D2
148,TCH0002,CLS0064,Y11,2024/2025,2025-02-15,*Current Grades,English,4
148,TCH0008,CLS0069,Y11,2024/2025,2025-06-09,*Current Grades,Mathematics,5
148,TCH0009,CLS0073,Y11,2024/2025,2025-05-04,*Current Grades,Science,2
149,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
149,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,104.33472950061847
149,TCH0002,CLS0024,Y9,2024/2025,2025-03-30,*Current Grades,English,8B
149,TCH0018,CLS0031,Y9,2024/2025,2025-03-24,*Current Grades,Mathematics,9A
150,TCH0015,CLS0099,Y13,2024/2025,2025-04-16,*Current Grades,Construction,D*D*D
150,TCH0016,CLS00103,Y13,2024/2025,2025-04-08,*Current Grades,Hospitality,DDD
150,TCH0017,CLS00107,Y13,2024/2025,2025-04-29,*Current Grades,English,D
150,TCH0003,CLS00108,Y13,2024/2025,2025-06-01,*Current Grades,Mathematics,B
150,TCH0019,CLS00115,Y13,2024/2025,2025-05-20,*Current Grades,Science,A*
151,TCH0000,CLS0076,Y12,2024/2025,2025-01-11,*Current Grades,Construction,D*DD
151,TCH0011,CLS0082,Y12,2024/2025,2025-03-07,*Current Grades,Hospitality,D*D*D*
151,TCH0003,CLS0088,Y12,2024/2025,2025-05-04,*Current Grades,Mathematics,D
151,TCH0014,CLS0094,Y12,2024/2025,2025-06-15,*Current Grades,Science,B
152,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89
152,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
152,TCH0002,CLS0024,Y9,2024/2025,2025-06-19,*Current Grades,English,8A
152,TCH0013,CLS0030,Y9,2024/2025,2025-01-20,*Current Grades,Mathematics,8C
153,TCH0010,CLS0098,Y13,2024/2025,2025-02-04,*Current Grades,Construction,D*DD
153,TCH0016,CLS00103,Y13,2024/2025,2025-05-10,*Current Grades,Hospitality,DDM
153,TCH0012,CLS00106,Y13,2024/2025,2025-06-21,*Current Grades,English,D
153,TCH0003,CLS00108,Y13,2024/2025,2025-01-14,*Current Grades,Mathematics,B
153,TCH0004,CLS00112,Y13,2024/2025,2025-02-01,*Current Grades,Science,C
154,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89
154,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
154,TCH0007,CLS0013,Y8,2024/2025,2025-02-01,*Current Grades,English,7A
154,TCH0018,CLS0019,Y8,2024/2025,2025-02-19,*Current Grades,Mathematics,7D
154,TCH0009,CLS0021,Y8,2024/2025,2025-03-06,*Current Grades,Science,8A
155,TCH0015,CLS0079,Y12,2024/2025,2025-01-11,*Current Grades,Construction,D*D*D*
155,TCH0001,CLS0080,Y12,2024/2025,2025-05-10,*Current Grades,Hospitality,D*DD
155,TCH0017,CLS0087,Y12,2024/2025,2025-01-08,*Current Grades,English,C
155,TCH0018,CLS0091,Y12,2024/2025,2025-01-04,*Current Grades,Mathematics,B
156,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
156,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
156,TCH0012,CLS0002,Y7,2024/2025,2025-06-30,*Current Grades,English,8E
156,TCH0018,CLS0007,Y7,2024/2025,2025-02-09,*Current Grades,Mathematics,9E
156,TCH0019,CLS0011,Y7,2024/2025,2025-05-26,*Current Grades,Science,8E
157,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
157,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
157,TCH0007,CLS0001,Y7,2024/2025,2025-05-13,*Current Grades,English,8E
157,TCH0008,CLS0005,Y7,2024/2025,2025-03-12,*Current Grades,Mathematics,9E
157,TCH0014,CLS0010,Y7,2024/2025,2025-01-29,*Current Grades,Science,7E
158,TCH0015,CLS0059,Y11,2024/2025,2025-05-14,*Current Grades,Construction,D2
158,TCH0006,CLS0061,Y11,2024/2025,2025-05-09,*Current Grades,Hospitality,D1
158,TCH0007,CLS0065,Y11,2024/2025,2025-04-14,*Current Grades,English,7
158,TCH0018,CLS0071,Y11,2024/2025,2025-06-01,*Current Grades,Mathematics,5
158,TCH0014,CLS0074,Y11,2024/2025,2025-06-15,*Current Grades,Science,4
159,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
159,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,106.29711629448488
159,TCH0011,CLS0042,Y10,2024/2025,2025-05-19,*Current Grades,Hospitality,P
159,TCH0007,CLS0045,Y10,2024/2025,2025-04-29,*Current Grades,English,5
159,TCH0003,CLS0048,Y10,2024/2025,2025-01-17,*Current Grades,Mathematics,5
159,TCH0004,CLS0052,Y10,2024/2025,2025-03-18,*Current Grades,Science,5
160,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
160,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,101.6321040808042
160,TCH0005,CLS0037,Y10,2024/2025,2025-03-23,*Current Grades,Construction,M
160,TCH0001,CLS0040,Y10,2024/2025,2025-05-23,*Current Grades,Hospitality,D1
160,TCH0002,CLS0044,Y10,2024/2025,2025-03-14,*Current Grades,English,6
160,TCH0003,CLS0048,Y10,2024/2025,2025-04-07,*Current Grades,Mathematics,8
160,TCH0009,CLS0053,Y10,2024/2025,2025-05-21,*Current Grades,Science,5
161,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
161,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
161,TCH0007,CLS0001,Y7,2024/2025,2025-03-13,*Current Grades,English,8D
161,TCH0003,CLS0004,Y7,2024/2025,2025-06-15,*Current Grades,Mathematics,9E
161,TCH0004,CLS0008,Y7,2024/2025,2025-01-29,*Current Grades,Science,8D
162,TCH0010,CLS0098,Y13,2024/2025,2025-06-06,*Current Grades,Construction,DDM
162,TCH0006,CLS00101,Y13,2024/2025,2025-04-26,*Current Grades,Hospitality,MMM
162,TCH0017,CLS00107,Y13,2024/2025,2025-03-11,*Current Grades,English,E
162,TCH0008,CLS00109,Y13,2024/2025,2025-04-23,*Current Grades,Mathematics,U
162,TCH0019,CLS00115,Y13,2024/2025,2025-05-12,*Current Grades,Science,B
163,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
163,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
163,TCH0002,CLS0000,Y7,2024/2025,2025-05-28,*Current Grades,English,8B
163,TCH0018,CLS0007,Y7,2024/2025,2025-05-21,*Current Grades,Mathematics,9E
163,TCH0014,CLS0010,Y7,2024/2025,2025-06-21,*Current Grades,Science,7E
164,TCH0000,CLS0096,Y13,2024/2025,2025-01-03,*Current Grades,Construction,D*D*D
164,TCH0006,CLS00101,Y13,2024/2025,2025-06-14,*Current Grades,Hospitality,DDM
164,TCH0012,CLS00106,Y13,2024/2025,2025-05-01,*Current Grades,English,D
164,TCH0008,CLS00109,Y13,2024/2025,2025-06-29,*Current Grades,Mathematics,D
164,TCH0009,CLS00113,Y13,2024/2025,2025-06-03,*Current Grades,Science,D
165,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89
165,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
165,TCH0007,CLS0001,Y7,2024/2025,2025-06-04,*Current Grades,English,7D
165,TCH0018,CLS0007,Y7,2024/2025,2025-04-02,*Current Grades,Mathematics,9A
165,TCH0004,CLS0008,Y7,2024/2025,2025-03-25,*Current Grades,Science,7D
166,TCH0005,CLS0057,Y11,2024/2025,2025-03-29,*Current Grades,Construction,D2
166,TCH0011,CLS0062,Y11,2024/2025,2025-03-15,*Current Grades,Hospitality,M
166,TCH0012,CLS0066,Y11,2024/2025,2025-06-06,*Current Grades,English,6
166,TCH0003,CLS0068,Y11,2024/2025,2025-02-09,*Current Grades,Mathematics,4
166,TCH0004,CLS0072,Y11,2024/2025,2025-01-28,*Current Grades,Science,5
167,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
167,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
167,TCH0002,CLS0000,Y7,2024/2025,2025-05-08,*Current Grades,English,8B
167,TCH0008,CLS0005,Y7,2024/2025,2025-02-13,*Current Grades,Mathematics,9E
167,TCH0004,CLS0008,Y7,2024/2025,2025-04-15,*Current Grades,Science,8E
168,TCH0000,CLS0096,Y13,2024/2025,2025-02-15,*Current Grades,Construction,D*D*D*
168,TCH0011,CLS00102,Y13,2024/2025,2025-06-23,*Current Grades,Hospitality,D*D*D*
168,TCH0007,CLS00105,Y13,2024/2025,2025-03-28,*Current Grades,English,A
168,TCH0013,CLS00110,Y13,2024/2025,2025-03-30,*Current Grades,Mathematics,A
168,TCH0014,CLS00114,Y13,2024/2025,2025-01-16,*Current Grades,Science,A*
169,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,89
169,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
169,TCH0017,CLS0027,Y9,2024/2025,2025-01-05,*Current Grades,English,7D
169,TCH0003,CLS0028,Y9,2024/2025,2025-04-25,*Current Grades,Mathematics,8A
169,TCH0004,CLS0032,Y9,2024/2025,2025-06-21,*Current Grades,Science,7D
170,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
170,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.80354950218876
170,TCH0007,CLS0025,Y9,2024/2025,2025-02-14,*Current Grades,English,8E
170,TCH0003,CLS0028,Y9,2024/2025,2025-02-14,*Current Grades,Mathematics,9B
170,TCH0014,CLS0034,Y9,2024/2025,2025-03-01,*Current Grades,Science,8C
171,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
171,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
171,TCH0017,CLS0003,Y7,2024/2025,2025-03-08,*Current Grades,English,8B
171,TCH0008,CLS0005,Y7,2024/2025,2025-05-22,*Current Grades,Mathematics,9E
171,TCH0004,CLS0008,Y7,2024/2025,2025-01-16,*Current Grades,Science,9B
172,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99
172,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
172,TCH0005,CLS0037,Y10,2024/2025,2025-06-09,*Current Grades,Construction,M
172,TCH0011,CLS0042,Y10,2024/2025,2025-01-01,*Current Grades,Hospitality,D2
172,TCH0012,CLS0046,Y10,2024/2025,2025-01-17,*Current Grades,English,3
172,TCH0019,CLS0055,Y10,2024/2025,2025-01-31,*Current Grades,Science,2
173,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97
173,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
173,TCH0002,CLS0000,Y7,2024/2025,2025-03-29,*Current Grades,English,8B
173,TCH0004,CLS0008,Y7,2024/2025,2025-03-26,*Current Grades,Science,8E
174,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98
174,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
174,TCH0013,CLS0018,Y8,2024/2025,2025-02-18,*Current Grades,Mathematics,9E
174,TCH0004,CLS0020,Y8,2024/2025,2025-06-26,*Current Grades,Science,8D
175,TCH0005,CLS0097,Y13,2024/2025,2025-06-10,*Current Grades,Construction,D*D*D
175,TCH0016,CLS00103,Y13,2024/2025,2025-02-17,*Current Grades,Hospitality,D*DD
175,TCH0007,CLS00105,Y13,2024/2025,2025-04-03,*Current Grades,English,A*
175,TCH0013,CLS00110,Y13,2024/2025,2025-01-24,*Current Grades,Mathematics,A
175,TCH0004,CLS00112,Y13,2024/2025,2025-05-25,*Current Grades,Science,A
176,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,94
176,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
176,TCH0012,CLS0014,Y8,2024/2025,2025-06-30,*Current Grades,English,9A
176,TCH0013,CLS0018,Y8,2024/2025,2025-02-26,*Current Grades,Mathematics,9B
176,TCH0019,CLS0023,Y8,2024/2025,2025-04-30,*Current Grades,Science,8D
177,TCH0000,CLS0096,Y13,2024/2025,2025-01-02,*Current Grades,Construction,D*D*D*
177,TCH0001,CLS00100,Y13,2024/2025,2025-03-07,*Current Grades,Hospitality,D*DD
177,TCH0012,CLS00106,Y13,2024/2025,2025-04-04,*Current Grades,English,B
177,TCH0018,CLS00111,Y13,2024/2025,2025-05-31,*Current Grades,Mathematics,A
177,TCH0004,CLS00112,Y13,2024/2025,2025-01-02,*Current Grades,Science,A
178,TCH0010,CLS0078,Y12,2024/2025,2025-05-26,*Current Grades,Construction,D*D*D*
178,TCH0017,CLS0087,Y12,2024/2025,2025-05-18,*Current Grades,English,A
178,TCH0003,CLS0088,Y12,2024/2025,2025-06-26,*Current Grades,Mathematics,B
178,TCH0004,CLS0092,Y12,2024/2025,2025-06-25,*Current Grades,Science,A
179,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96
179,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
179,TCH0007,CLS0025,Y9,2024/2025,2025-02-21,*Current Grades,English,9A
179,TCH0013,CLS0030,Y9,2024/2025,2025-05-31,*Current Grades,Mathematics,8D
179,TCH0019,CLS0035,Y9,2024/2025,2025-01-15,*Current Grades,Science,8E
180,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90
180,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
180,TCH0002,CLS0024,Y9,2024/2025,2025-02-24,*Current Grades,English,7A
180,TCH0003,CLS0028,Y9,2024/2025,2025-02-01,*Current Grades,Mathematics,8B
180,TCH0019,CLS0035,Y9,2024/2025,2025-05-17,*Current Grades,Science,7E
181,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,92
181,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100
181,TCH0010,CLS0038,Y10,2024/2025,2025-02-09,*Current Grades,Construction,D2
181,TCH0001,CLS0040,Y10,2024/2025,2025-03-24,*Current Grades,Hospitality,D1
181,TCH0017,CLS0047,Y10,2024/2025,2025-06-09,*Current Grades,English,4
181,TCH0014,CLS0054,Y10,2024/2025,2025-02-10,*Current Grades,Science,8
182,TCH0005,CLS0077,Y12,2024/2025,2025-06-20,*Current Grades,Construction,PPP
