student_id,school_id,teacher_id,class_id,year_group,academic_year,date,assessment_type,subject,score
657,SCH00,TCH0037,CLS0055,Y9,2024/2025,2025-05-06,* Current Grades (KS3),English,8A
657,SCH00,,CLS0056,Y9,2024/2025,2025-06-27,* Current Grades (KS3),Mathematics,8B
657,SCH00,TCH0034,CLS0070,Y9,2024/2025,2025-02-14,* Current Grades (KS3),Science,8B
658,SCH00,TCH0010,CLS00154,Y12,2024/2025,2025-03-25,* Current Grades (KS5),Construction,DDM
658,SCH00,TCH0036,CLS00167,Y12,2024/2025,2025-01-02,* Current Grades (KS5),Hospitality,MMM
658,SCH00,TCH0022,CLS00172,Y12,2024/2025,2025-04-04,* Current Grades (KS5),English,C
658,SCH00,TCH0013,CLS00178,Y12,2024/2025,2025-01-23,* Current Grades (KS5),Mathematics,B
658,SCH00,,CLS00184,Y12,2024/2025,2025-03-11,* Current Grades (KS5),Science,A
659,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90.0
659,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,86.8
659,SCH00,TCH0022,CLS0028,Y8,2024/2025,2025-06-12,* Current Grades (KS3),English,7E
659,SCH00,TCH0019,CLS0043,Y8,2024/2025,2025-02-16,* Current Grades (KS3),Science,7A
660,SCH00,TCH0025,CLS00157,Y12,2024/2025,2025-01-29,* Current Grades (KS5),Construction,D*DD
660,SCH00,,,Y12,2024/2025,2025-03-20,* Current Grades (KS5),Hospitality,D*D*D*
660,SCH00,,,Y12,2024/2025,2025-04-18,* Current Grades (KS5),English,B
660,SCH00,TCH0023,CLS00180,Y12,2024/2025,2025-01-29,* Current Grades (KS5),Mathematics,D
660,SCH00,,CLS00184,Y12,2024/2025,2025-03-04,* Current Grades (KS5),Science,A
661,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,82.0
661,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,81.2
661,SCH00,TCH0012,CLS0026,Y8,2024/2025,2025-03-05,* Current Grades (KS3),English,8B
661,SCH00,TCH0033,CLS0038,Y8,2024/2025,2025-04-18,* Current Grades (KS3),Mathematics,9C
661,SCH00,,,Y8,2024/2025,2025-04-22,* Current Grades (KS3),Science,8D
662,SCH00,TCH0020,CLS00156,Y12,2024/2025,2025-03-17,* Current Grades (KS5),Construction,D*D*D*
662,SCH00,TCH0036,CLS00167,Y12,2024/2025,2025-01-16,* Current Grades (KS5),Hospitality,DDD
662,SCH00,TCH0022,CLS00172,Y12,2024/2025,2025-02-05,* Current Grades (KS5),English,A
662,SCH00,TCH0038,CLS00183,Y12,2024/2025,2025-05-30,* Current Grades (KS5),Mathematics,A
662,SCH00,TCH0039,CLS00191,Y12,2024/2025,2025-04-01,* Current Grades (KS5),Science,D
663,SCH00,TCH0025,CLS00197,Y13,2024/2025,2025-03-31,* Current Grades (KS5),Construction,MMM
663,SCH00,TCH0021,CLS00204,Y13,2024/2025,2025-03-24,* Current Grades (KS5),Hospitality,PPP
663,SCH00,TCH0012,CLS00210,Y13,2024/2025,2025-05-25,* Current Grades (KS5),English,E
663,SCH00,TCH0008,CLS00217,Y13,2024/2025,2025-02-09,* Current Grades (KS5),Mathematics,C
663,SCH00,TCH0039,CLS00231,Y13,2024/2025,2025-02-25,* Current Grades (KS5),Science,E
664,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
664,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,96.5
664,SCH00,TCH0037,CLS0055,Y9,2024/2025,2025-02-23,* Current Grades (KS3),English,7E
664,SCH00,,CLS0059,Y9,2024/2025,2025-03-17,* Current Grades (KS3),Mathematics,8A
664,SCH00,TCH0024,CLS0068,Y9,2024/2025,2025-01-02,* Current Grades (KS3),Science,8E
665,SCH00,,,Y11,2024/2025,2025-02-22,* Current Grades,Construction,D2
665,SCH00,TCH0021,CLS00124,Y11,2024/2025,2025-01-02,* Current Grades,Hospitality,D2
665,SCH00,TCH0007,CLS00129,Y11,2024/2025,2025-02-28,* Current Grades,English,4
665,SCH00,,,Y11,2024/2025,2025-05-13,* Current Grades,Science,5
666,SCH00,TCH0030,CLS00198,Y13,2024/2025,2025-04-01,* Current Grades (KS5),Construction,PPP
666,SCH00,TCH0021,CLS00204,Y13,2024/2025,2025-01-24,* Current Grades (KS5),Hospitality,MMM
666,SCH00,,,Y13,2024/2025,2025-04-08,* Current Grades (KS5),English,C
666,SCH00,,,Y13,2024/2025,2025-03-07,* Current Grades (KS5),Mathematics,U
666,SCH00,TCH0039,CLS00231,Y13,2024/2025,2025-04-20,* Current Grades (KS5),Science,C
667,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,96.0
667,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,99.5
667,SCH00,TCH0037,CLS0031,Y8,2024/2025,2025-06-20,* Current Grades (KS3),English,7E
667,SCH00,,CLS0035,Y8,2024/2025,2025-06-12,* Current Grades (KS3),Mathematics,9B
667,SCH00,TCH0029,CLS0045,Y8,2024/2025,2025-02-12,* Current Grades (KS3),Science,7D
668,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
668,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
668,SCH00,TCH0002,CLS0024,Y8,2024/2025,2025-04-07,* Current Grades (KS3),English,8B
668,SCH00,TCH0033,CLS0038,Y8,2024/2025,2025-02-27,* Current Grades (KS3),Mathematics,9E
668,SCH00,TCH0034,CLS0046,Y8,2024/2025,2025-01-28,* Current Grades (KS3),Science,9B
669,SCH00,TCH0025,CLS00197,Y13,2024/2025,2025-06-21,* Current Grades (KS5),Construction,DDD
669,SCH00,TCH0021,CLS00204,Y13,2024/2025,2025-03-20,* Current Grades (KS5),Hospitality,MMM
669,SCH00,,,Y13,2024/2025,2025-01-26,* Current Grades (KS5),English,D
669,SCH00,TCH0008,CLS00217,Y13,2024/2025,2025-02-07,* Current Grades (KS5),Mathematics,B
669,SCH00,TCH0024,CLS00228,Y13,2024/2025,2025-01-08,* Current Grades (KS5),Science,A*
670,SCH00,TCH0000,CLS00192,Y13,2024/2025,2025-06-04,* Current Grades (KS5),Construction,D*D*D
670,SCH00,,,Y13,2024/2025,2025-02-18,* Current Grades (KS5),Mathematics,A
670,SCH00,,,Y13,2024/2025,2025-02-04,* Current Grades (KS5),Science,A
671,SCH00,,CLS00193,Y13,2024/2025,2025-04-08,* Current Grades (KS5),Construction,DDD
671,SCH00,TCH0031,CLS00206,Y13,2024/2025,2025-04-17,* Current Grades (KS5),Hospitality,D*D*D
671,SCH00,TCH0027,CLS00213,Y13,2024/2025,2025-06-26,* Current Grades (KS5),English,A*
671,SCH00,TCH0013,CLS00218,Y13,2024/2025,2025-05-13,* Current Grades (KS5),Mathematics,B
671,SCH00,TCH0034,CLS00230,Y13,2024/2025,2025-05-31,* Current Grades (KS5),Science,C
672,SCH00,TCH0030,CLS00198,Y13,2024/2025,2025-03-09,* Current Grades (KS5),Construction,U
672,SCH00,,,Y13,2024/2025,2025-02-04,* Current Grades (KS5),Hospitality,PPP
672,SCH00,TCH0037,CLS00215,Y13,2024/2025,2025-05-31,* Current Grades (KS5),English,U
672,SCH00,,,Y13,2024/2025,2025-02-20,* Current Grades (KS5),Mathematics,D
672,SCH00,,,Y13,2024/2025,2025-01-15,* Current Grades (KS5),Science,C
673,SCH00,TCH0010,CLS00194,Y13,2024/2025,2025-04-19,* Current Grades (KS5),Construction,D*DD
673,SCH00,TCH0006,CLS00201,Y13,2024/2025,2025-01-29,* Current Grades (KS5),Hospitality,D*D*D
673,SCH00,,,Y13,2024/2025,2025-01-17,* Current Grades (KS5),English,C
673,SCH00,,CLS00219,Y13,2024/2025,2025-06-07,* Current Grades (KS5),Mathematics,B
673,SCH00,,,Y13,2024/2025,2025-05-25,* Current Grades (KS5),Science,A
674,SCH00,,,Y11,2024/2025,2025-05-07,* Current Grades,Construction,D2
674,SCH00,TCH0001,CLS00120,Y11,2024/2025,2025-05-12,* Current Grades,Hospitality,D2
674,SCH00,TCH0002,CLS00128,Y11,2024/2025,2025-01-25,* Current Grades,English,5
674,SCH00,,CLS00136,Y11,2024/2025,2025-06-09,* Current Grades,Mathematics,4
674,SCH00,,CLS00145,Y11,2024/2025,2025-05-24,* Current Grades,Science,6
675,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95.0
675,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,94.3
675,SCH00,,CLS0030,Y8,2024/2025,2025-01-05,* Current Grades (KS3),English,7D
675,SCH00,,CLS0041,Y8,2024/2025,2025-03-26,* Current Grades (KS3),Science,8D
676,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
676,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,94.4
676,SCH00,TCH0022,CLS0028,Y8,2024/2025,2025-01-04,* Current Grades (KS3),English,9B
676,SCH00,TCH0028,CLS0037,Y8,2024/2025,2025-04-28,* Current Grades (KS3),Mathematics,8E
676,SCH00,,,Y8,2024/2025,2025-05-24,* Current Grades (KS3),Science,8B
677,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97.0
677,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
677,SCH00,TCH0023,CLS0012,Y7,2024/2025,2025-01-11,* Current Grades (KS3),Mathematics,8A
677,SCH00,,CLS0017,Y7,2024/2025,2025-03-06,* Current Grades (KS3),Science,7C
678,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91.0
678,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,88.6
678,SCH00,,,Y10,2024/2025,2025-03-20,* Current Grades,Construction,D2
678,SCH00,,,Y10,2024/2025,2025-02-21,* Current Grades,Hospitality,M
678,SCH00,,,Y10,2024/2025,2025-01-03,* Current Grades,English,5
678,SCH00,TCH0023,CLS00100,Y10,2024/2025,2025-05-20,* Current Grades,Mathematics,3
678,SCH00,,CLS00106,Y10,2024/2025,2025-06-19,* Current Grades,Science,5
679,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,92.0
679,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,94.9
679,SCH00,TCH0007,CLS0001,Y7,2024/2025,2025-06-02,* Current Grades (KS3),English,9B
679,SCH00,TCH0028,CLS0013,Y7,2024/2025,2025-02-02,* Current Grades (KS3),Mathematics,9A
679,SCH00,,CLS0017,Y7,2024/2025,2025-05-24,* Current Grades (KS3),Science,8B
680,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
680,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,98.7
680,SCH00,TCH0037,CLS0031,Y8,2024/2025,2025-02-27,* Current Grades (KS3),English,7E
680,SCH00,TCH0028,CLS0037,Y8,2024/2025,2025-02-16,* Current Grades (KS3),Mathematics,9C
680,SCH00,,CLS0040,Y8,2024/2025,2025-03-20,* Current Grades (KS3),Science,9A
681,SCH00,TCH0010,CLS00194,Y13,2024/2025,2025-05-12,* Current Grades (KS5),Construction,DDM
681,SCH00,TCH0001,CLS00200,Y13,2024/2025,2025-01-19,* Current Grades (KS5),Hospitality,U
681,SCH00,,,Y13,2024/2025,2025-03-26,* Current Grades (KS5),English,U
681,SCH00,TCH0028,CLS00221,Y13,2024/2025,2025-03-12,* Current Grades (KS5),Mathematics,E
681,SCH00,TCH0034,CLS00230,Y13,2024/2025,2025-03-05,* Current Grades (KS5),Science,U
682,SCH00,,CLS00113,Y11,2024/2025,2025-01-25,* Current Grades,Construction,M
682,SCH00,TCH0001,CLS00120,Y11,2024/2025,2025-05-10,* Current Grades,Hospitality,P
682,SCH00,,,Y11,2024/2025,2025-04-14,* Current Grades,English,2
682,SCH00,,,Y11,2024/2025,2025-01-11,* Current Grades,Mathematics,4
682,SCH00,,CLS00146,Y11,2024/2025,2025-01-09,* Current Grades,Science,2
683,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,95.0
683,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
683,SCH00,TCH0007,CLS0001,Y7,2024/2025,2025-04-08,* Current Grades (KS3),English,8D
683,SCH00,TCH0019,CLS0019,Y7,2024/2025,2025-05-07,* Current Grades (KS3),Science,8B
684,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
684,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,90.5
684,SCH00,TCH0036,CLS0087,Y10,2024/2025,2025-04-14,* Current Grades,Hospitality,D2
684,SCH00,,,Y10,2024/2025,2025-04-25,* Current Grades,English,7
684,SCH00,,,Y10,2024/2025,2025-06-04,* Current Grades,Mathematics,7
684,SCH00,TCH0039,CLS00111,Y10,2024/2025,2025-04-06,* Current Grades,Science,5
685,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
685,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
685,SCH00,,CLS0030,Y8,2024/2025,2025-05-17,* Current Grades (KS3),English,8C
685,SCH00,,,Y8,2024/2025,2025-02-20,* Current Grades (KS3),Science,9B
686,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
686,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
686,SCH00,TCH0038,CLS0063,Y9,2024/2025,2025-04-29,* Current Grades (KS3),Mathematics,8E
686,SCH00,,CLS0064,Y9,2024/2025,2025-05-20,* Current Grades (KS3),Science,7C
687,SCH00,TCH0010,CLS00194,Y13,2024/2025,2025-01-26,* Current Grades (KS5),Construction,DDD
687,SCH00,TCH0016,CLS00203,Y13,2024/2025,2025-04-02,* Current Grades (KS5),Hospitality,DDM
687,SCH00,TCH0002,CLS00208,Y13,2024/2025,2025-02-11,* Current Grades (KS5),English,D
687,SCH00,TCH0023,CLS00220,Y13,2024/2025,2025-03-15,* Current Grades (KS5),Mathematics,C
687,SCH00,TCH0024,CLS00228,Y13,2024/2025,2025-03-26,* Current Grades (KS5),Science,A
688,SCH00,TCH0025,CLS00197,Y13,2024/2025,2025-03-01,* Current Grades (KS5),Construction,D*DD
688,SCH00,TCH0021,CLS00204,Y13,2024/2025,2025-05-18,* Current Grades (KS5),Hospitality,DDM
688,SCH00,TCH0007,CLS00209,Y13,2024/2025,2025-02-08,* Current Grades (KS5),English,A
688,SCH00,,,Y13,2024/2025,2025-04-04,* Current Grades (KS5),Mathematics,A
688,SCH00,,,Y13,2024/2025,2025-04-25,* Current Grades (KS5),Science,A
689,SCH00,TCH0000,CLS00112,Y11,2024/2025,2025-06-01,* Current Grades,Construction,M
689,SCH00,TCH0031,CLS00126,Y11,2024/2025,2025-06-03,* Current Grades,Hospitality,D2
689,SCH00,,CLS00136,Y11,2024/2025,2025-06-02,* Current Grades,Mathematics,6
690,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,97.0
690,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,99.3
690,SCH00,TCH0030,CLS0078,Y10,2024/2025,2025-01-20,* Current Grades,Construction,D1
690,SCH00,TCH0031,CLS0086,Y10,2024/2025,2025-04-13,* Current Grades,Hospitality,D1
690,SCH00,,,Y10,2024/2025,2025-03-05,* Current Grades,English,9
690,SCH00,TCH0023,CLS00100,Y10,2024/2025,2025-03-04,* Current Grades,Mathematics,6
690,SCH00,,CLS00105,Y10,2024/2025,2025-06-08,* Current Grades,Science,5
691,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,93.0
691,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,97.2
691,SCH00,TCH0002,CLS0048,Y9,2024/2025,2025-04-12,* Current Grades (KS3),English,8D
691,SCH00,TCH0023,CLS0060,Y9,2024/2025,2025-04-25,* Current Grades (KS3),Mathematics,8E
691,SCH00,TCH0024,CLS0068,Y9,2024/2025,2025-06-05,* Current Grades (KS3),Science,9A
692,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
692,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,94.6
692,SCH00,TCH0035,CLS0079,Y10,2024/2025,2025-03-11,* Current Grades,Construction,M
692,SCH00,,,Y10,2024/2025,2025-05-05,* Current Grades,English,6
692,SCH00,,,Y10,2024/2025,2025-02-27,* Current Grades,Mathematics,6
692,SCH00,TCH0034,CLS00110,Y10,2024/2025,2025-06-17,* Current Grades,Science,4
693,SCH00,TCH0027,CLS00213,Y13,2024/2025,2025-06-16,* Current Grades (KS5),English,A*
693,SCH00,,CLS00216,Y13,2024/2025,2025-06-08,* Current Grades (KS5),Mathematics,B
693,SCH00,,,Y13,2024/2025,2025-03-14,* Current Grades (KS5),Science,D
694,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
694,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
694,SCH00,TCH0030,CLS0078,Y10,2024/2025,2025-02-06,* Current Grades,Construction,D1
694,SCH00,TCH0012,CLS0090,Y10,2024/2025,2025-02-05,* Current Grades,English,7
695,SCH00,TCH0000,CLS00192,Y13,2024/2025,2025-02-12,* Current Grades (KS5),Construction,D*DD
695,SCH00,TCH0006,CLS00201,Y13,2024/2025,2025-04-29,* Current Grades (KS5),Hospitality,D*D*D
695,SCH00,,,Y13,2024/2025,2025-02-18,* Current Grades (KS5),English,D
695,SCH00,TCH0028,CLS00221,Y13,2024/2025,2025-02-14,* Current Grades (KS5),Mathematics,B
695,SCH00,TCH0024,CLS00228,Y13,2024/2025,2025-01-29,* Current Grades (KS5),Science,A*
696,SCH00,,CLS00113,Y11,2024/2025,2025-03-29,* Current Grades,Construction,D1
696,SCH00,,,Y11,2024/2025,2025-02-18,* Current Grades,Hospitality,D1
696,SCH00,TCH0027,CLS00133,Y11,2024/2025,2025-05-14,* Current Grades,English,6
696,SCH00,,CLS00145,Y11,2024/2025,2025-03-29,* Current Grades,Science,7
697,SCH00,TCH0035,CLS00159,Y12,2024/2025,2025-02-19,* Current Grades (KS5),Construction,D*D*D*
697,SCH00,,,Y12,2024/2025,2025-01-25,* Current Grades (KS5),Hospitality,D*D*D*
697,SCH00,,,Y12,2024/2025,2025-03-10,* Current Grades (KS5),English,B
697,SCH00,TCH0013,CLS00178,Y12,2024/2025,2025-04-01,* Current Grades (KS5),Mathematics,A*
697,SCH00,,CLS00186,Y12,2024/2025,2025-01-30,* Current Grades (KS5),Science,A*
698,SCH00,TCH0025,CLS00197,Y13,2024/2025,2025-06-17,* Current Grades (KS5),Construction,DDM
698,SCH00,TCH0031,CLS00206,Y13,2024/2025,2025-05-21,* Current Grades (KS5),Hospitality,D*DD
698,SCH00,,,Y13,2024/2025,2025-03-10,* Current Grades (KS5),English,D
698,SCH00,TCH0028,CLS00221,Y13,2024/2025,2025-01-19,* Current Grades (KS5),Mathematics,C
698,SCH00,TCH0019,CLS00227,Y13,2024/2025,2025-01-05,* Current Grades (KS5),Science,B
699,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,88.0
699,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,88.5
699,SCH00,TCH0012,CLS0026,Y8,2024/2025,2025-04-16,* Current Grades (KS3),English,7E
699,SCH00,TCH0038,CLS0039,Y8,2024/2025,2025-06-15,* Current Grades (KS3),Mathematics,9A
700,SCH00,TCH0030,CLS00198,Y13,2024/2025,2025-05-19,* Current Grades (KS5),Construction,MMM
700,SCH00,TCH0021,CLS00204,Y13,2024/2025,2025-02-02,* Current Grades (KS5),Hospitality,DDM
700,SCH00,,,Y13,2024/2025,2025-04-17,* Current Grades (KS5),English,C
700,SCH00,,,Y13,2024/2025,2025-06-16,* Current Grades (KS5),Mathematics,B
700,SCH00,TCH0019,CLS00227,Y13,2024/2025,2025-02-27,* Current Grades (KS5),Science,A*
701,SCH00,TCH0025,CLS00197,Y13,2024/2025,2025-06-17,* Current Grades (KS5),Construction,D*D*D
701,SCH00,TCH0001,CLS00200,Y13,2024/2025,2025-03-02,* Current Grades (KS5),Hospitality,D*DD
701,SCH00,TCH0027,CLS00213,Y13,2024/2025,2025-03-14,* Current Grades (KS5),English,A*
701,SCH00,TCH0013,CLS00218,Y13,2024/2025,2025-04-06,* Current Grades (KS5),Mathematics,A
701,SCH00,TCH0034,CLS00230,Y13,2024/2025,2025-06-25,* Current Grades (KS5),Science,B
702,SCH00,TCH0000,CLS00112,Y11,2024/2025,2025-01-11,* Current Grades,Construction,P
702,SCH00,,CLS00125,Y11,2024/2025,2025-01-26,* Current Grades,Hospitality,D*
702,SCH00,TCH0007,CLS00129,Y11,2024/2025,2025-04-17,* Current Grades,English,5
703,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,90.0
703,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,93.6
703,SCH00,TCH0027,CLS0029,Y8,2024/2025,2025-04-09,* Current Grades (KS3),English,8A
703,SCH00,,,Y8,2024/2025,2025-03-04,* Current Grades (KS3),Mathematics,9A
703,SCH00,TCH0029,CLS0045,Y8,2024/2025,2025-05-15,* Current Grades (KS3),Science,7B
704,SCH00,TCH0036,CLS00127,Y11,2024/2025,2025-04-20,* Current Grades,Hospitality,D2
704,SCH00,TCH0033,CLS00142,Y11,2024/2025,2025-01-08,* Current Grades,Mathematics,5
704,SCH00,,CLS00145,Y11,2024/2025,2025-03-06,* Current Grades,Science,7
705,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
705,SCH00,,,Y10,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
705,SCH00,TCH0010,CLS0074,Y10,2024/2025,2025-01-31,* Current Grades,Construction,D1
705,SCH00,TCH0016,CLS0083,Y10,2024/2025,2025-03-31,* Current Grades,Hospitality,D2
705,SCH00,,,Y10,2024/2025,2025-05-10,* Current Grades,English,7
705,SCH00,TCH0033,CLS00102,Y10,2024/2025,2025-01-23,* Current Grades,Mathematics,8
705,SCH00,,CLS00105,Y10,2024/2025,2025-04-15,* Current Grades,Science,5
706,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,98.0
706,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,93.9
706,SCH00,TCH0012,CLS0002,Y7,2024/2025,2025-06-04,* Current Grades (KS3),English,7B
706,SCH00,TCH0028,CLS0013,Y7,2024/2025,2025-03-12,* Current Grades (KS3),Mathematics,7E
706,SCH00,TCH0019,CLS0019,Y7,2024/2025,2025-06-14,* Current Grades (KS3),Science,7D
707,SCH00,TCH0025,CLS00197,Y13,2024/2025,2025-03-15,* Current Grades (KS5),Construction,DDD
707,SCH00,TCH0031,CLS00206,Y13,2024/2025,2025-02-05,* Current Grades (KS5),Hospitality,D*D*D
707,SCH00,,,Y13,2024/2025,2025-06-13,* Current Grades (KS5),English,D
707,SCH00,,,Y13,2024/2025,2025-01-13,* Current Grades (KS5),Mathematics,E
707,SCH00,TCH0019,CLS00227,Y13,2024/2025,2025-03-22,* Current Grades (KS5),Science,A*
708,SCH00,TCH0010,CLS00154,Y12,2024/2025,2025-05-08,* Current Grades (KS5),Construction,DDD
708,SCH00,TCH0036,CLS00167,Y12,2024/2025,2025-05-16,* Current Grades (KS5),Hospitality,DDM
708,SCH00,TCH0007,CLS00169,Y12,2024/2025,2025-06-12,* Current Grades (KS5),English,C
708,SCH00,TCH0023,CLS00180,Y12,2024/2025,2025-06-22,* Current Grades (KS5),Mathematics,D
708,SCH00,TCH0039,CLS00191,Y12,2024/2025,2025-06-22,* Current Grades (KS5),Science,E
709,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91.0
709,SCH00,,,Y8,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,95.6
709,SCH00,TCH0027,CLS0029,Y8,2024/2025,2025-05-19,* Current Grades (KS3),English,7A
709,SCH00,,CLS0035,Y8,2024/2025,2025-06-16,* Current Grades (KS3),Mathematics,7E
709,SCH00,,CLS0040,Y8,2024/2025,2025-02-20,* Current Grades (KS3),Science,7D
710,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,86.0
710,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,86.9
710,SCH00,TCH0037,CLS0007,Y7,2024/2025,2025-06-03,* Current Grades (KS3),English,7E
710,SCH00,TCH0033,CLS0014,Y7,2024/2025,2025-04-04,* Current Grades (KS3),Mathematics,8A
710,SCH00,,CLS0017,Y7,2024/2025,2025-02-25,* Current Grades (KS3),Science,8B
711,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,99.0
711,SCH00,,,Y9,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,100.0
711,SCH00,TCH0023,CLS0060,Y9,2024/2025,2025-01-10,* Current Grades (KS3),Mathematics,8E
711,SCH00,,CLS0066,Y9,2024/2025,2025-05-19,* Current Grades (KS3),Science,9A
712,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Cumulative YTD Snapshot,#AttendanceRR,91.0
712,SCH00,,,Y7,2024/2025,2025-08-05,#AttendanceRR Half Term Snapshot,#AttendanceRR,90.7
712,SCH00,TCH0037,CLS0007,Y7,2024/2025,2025-02-06,* Current Grades (KS3),English,7D
712,SCH00,TCH0033,CLS0014,Y7,2024/2025,2025-06-07,* Current Grades (KS3),Mathematics,7D
712,SCH00,,,Y7,2024/2025,2025-05-10,* Current Grades (KS3),Science,8B
713,SCH00,TCH0025,CLS00197,Y13,2024/2025,2025-03-09,* Current Grades (KS5),Construction,DDM
713,SCH00,TCH0021,CLS00204,Y13,2024/2025,2025-04-07,* Current Grades (KS5),Hospitality,MMM
713,SCH00,TCH0028,CLS00221,Y13,2024/2025,2025-02-14,* Current Grades (KS5),Mathematics,C
